M00386	Cul4-DDB1-CSA complex	map04120  Ubiquitin mediated proteolysis
M00387	SCF-FBW7 complex	map04120  Ubiquitin mediated proteolysis
M00388	ECS complex	map04120  Ubiquitin mediated proteolysis
M00389	APC/C complex	map04120  Ubiquitin mediated proteolysis
M00390	Exosome, archaea	map03018  RNA degradation
M00391	Exosome, eukaryotes	map03018  RNA degradation
M00392	Ski complex	map03018  RNA degradation
M00393	TRAMP complex	map03018  RNA degradation
M00394	RNA degradosome	map03018  RNA degradation
M00395	Decapping complex	map03018  RNA degradation
M00396	Lsm 2-8 complex	map03040  Spliceosome
M00397	Lsm 1-7 complex	map03018  RNA degradation
M00398	Sm core complex	map03040  Spliceosome
M00399	Cap binding complex	map03013  RNA transport
M00400	p97-Ufd1-Npl4 complex	map04141  Protein processing in endoplasmic reticulum
M00401	Sec61 complex	map03060  Protein export
M00402	Translocon-associated protein (TRAP) complex	map04141  Protein processing in endoplasmic reticulum
M00403	HRD1/SEL1 ERAD complex	map04141  Protein processing in endoplasmic reticulum
M00404	COPII complex	map04141  Protein processing in endoplasmic reticulum
M00405	THC complex	map03040  Spliceosome
M00406	TREX complex	map03013  RNA transport
M00407	SCF-CDC4 complex	map04120  Ubiquitin mediated proteolysis
M00408	ESCRT-0 complex	map04144  Endocytosis
M00409	ESCRT-I complex	map04144  Endocytosis
M00410	ESCRT-II complex	map04144  Endocytosis
M00411	SCF-GRR1 complex	map04120  Ubiquitin mediated proteolysis
M00412	ESCRT-III complex	map04144  Endocytosis
M00413	FA core complex	map03460  Fanconi anemia pathway
M00414	Bloom's syndrome complex	map03460  Fanconi anemia pathway
M00415	Fatty acid biosynthesis, elongation, endoplasmic reticulum	map00062  Fatty acid elongation
M00416	Cytochrome aa3-600 menaquinol oxidase	map00190  Oxidative phosphorylation
M00417	Cytochrome o ubiquinol oxidase	map00190  Oxidative phosphorylation
M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA	map00623   Toluene degradation
M00419	Cymene degradation, p-cymene => p-cumate	map00622  Xylene degradation
M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	map00680  Methane metabolism
M00423	Molybdate/tungstate transport system	map02010  ABC transporters
M00425	H/ACA ribonucleoprotein complex	map03008  Ribosome biogenesis in eukaryotes
M00426	Survival motor neuron (SMN) complex	map03013  RNA transport
M00427	Nuclear pore complex	map03013  RNA transport
M00428	eIF4F complex	map03013  RNA transport
M00430	Exon junction complex (EJC)	map03013  RNA transport
M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	map00290  Valine, leucine and isoleucine biosynthesis
M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	map00300  Lysine biosynthesis
M00434	PhoR-PhoB (phosphate starvation response) two-component regulatory system	map02020  Two-component system
M00435	Taurine transport system	map02010  ABC transporters
M00436	Sulfonate transport system	map02010  ABC transporters
M00437	Phthalate transport system	map02010  ABC transporters
M00438	Nitrate/nitrite transport system	map02010  ABC transporters
M00439	Oligopeptide transport system	map02010  ABC transporters
M00440	Nickel transport system	map02010  ABC transporters
M00442	Putative hydroxymethylpyrimidine transport system	map02010  ABC transporters
M00443	SenX3-RegX3 (phosphate starvation response) two-component regulatory system	map02020  Two-component system
M00444	PhoQ-PhoP (magnesium transport) two-component regulatory system	map02020  Two-component system
M00445	EnvZ-OmpR (osmotic stress response) two-component regulatory system	map02020  Two-component system
M00446	RstB-RstA two-component regulatory system	map02020  Two-component system
M00447	CpxA-CpxR (envelope stress response) two-component regulatory system	map02020  Two-component system
M00448	CssS-CssR (secretion stress response) two-component regulatory system	map02020  Two-component system
M00449	CreC-CreB (phosphate regulation) two-component regulatory system	map02020  Two-component system
M00450	BaeS-BaeR (envelope stress response) two-component regulatory system	map02020  Two-component system
M00451	BasS-BasR (antimicrobial peptide resistance) two-component regulatory system	map02020  Two-component system
M00452	CusS-CusR (copper tolerance) two-component regulatory system	map02020  Two-component system
M00453	QseC-QseB (quorum sensing) two-component regulatory system	map02020  Two-component system
M00454	KdpD-KdpE (potassium transport) two-component regulatory system	map02020  Two-component system
M00455	TorS-TorR (TMAO respiration) two-component regulatory system	map02020  Two-component system
M00456	ArcB-ArcA (anoxic redox control) two-component regulatory system	map02020  Two-component system
M00457	TctE-TctD (tricarboxylic acid transport) two-component regulatory system	map02020  Two-component system
M00458	ResE-ResD (aerobic and anaerobic respiration) two-component regulatory system	map02020  Two-component system
M00459	VicK-VicR (cell wall metabolism) two-component regulatory system	map02020  Two-component system
M00460	MprB-MprA (maintenance of persistent infection) two-component regulatory system	map02020  Two-component system
M00461	MtrB-MtrA (osmotic stress response) two-component regulatory system	map02020  Two-component system
M00462	PrrB-PrrA (intracellular multiplication) two-component regulatory system	map02020  Two-component system
M00463	TrcS-TrcR two-component regulatory system	map02020  Two-component system
M00464	NrsS-NrsR (nickel tolerance) two-component regulatory system	map02020  Two-component system
M00465	ManS-ManR (manganese homeostasis) two-component regulatory system	map02020  Two-component system
M00466	NblS-NblR (photosynthesis) two-component regulatory system	map02020  Two-component system
M00467	SasA-RpaAB (circadian timing mediating) two-component regulatory system	map02020  Two-component system
M00468	SaeS-SaeR (staphylococcal virulence regulation) two-component regulatory system	map02020  Two-component system
M00469	BceS-BceR (bacitracin transport) two-component regulatory system	map02020  Two-component system
M00470	YxdK-YxdJ (antimicrobial peptide response) two-component regulatory system	map02020  Two-component system
M00471	NarX-NarL (nitrate respiration) two-component regulatory system	map02020  Two-component system
M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	map02020  Two-component system
M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	map02020  Two-component system
M00474	RcsC-RcsD-RcsB (capsule synthesis) two-component regulatory system	map02020  Two-component system
M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	map02020  Two-component system
M00476	ComP-ComA (competence) two-component regulatory system	map02020  Two-component system
M00477	EvgS-EvgA (acid and drug tolerance) two-component regulatory system	map02020  Two-component system
M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	map02020  Two-component system
M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	map02020  Two-component system
M00480	VraS-VraR (cell-wall peptidoglycan synthesis) two-component regulatory system	map02020  Two-component system
M00481	LiaS-LiaR (cell wall stress response) two-component regulatory system	map02020  Two-component system
M00482	DevS-DevR (redox response) two-component regulatory system	map02020  Two-component system
M00483	NreB-NreC (dissimilatory nitrate/nitrite reduction) two-component regulatory system	map02020  Two-component system
M00484	YdfH-YdfI two-component regulatory system	map02020  Two-component system
M00485	KinABCDE-Spo0FA (sporulation control) two-component regulatory system	map02020  Two-component system
M00486	CitA-CitB (citrate fermentation) two-component regulatory system	map02020  Two-component system
M00487	CitS-CitT (magnesium-citrate transport) two-component regulatory system	map02020  Two-component system
M00488	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system	map02020  Two-component system
M00489	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system	map02020  Two-component system
M00490	MalK-MalR (malate transport) two-component regulatory system	map02020  Two-component system
M00491	Putative arabinogalactan oligomer transport system	map02010  ABC transporters
M00492	LytS-LytR two-component regulatory system	map02020  Two-component system
M00493	AlgZ-AlgR (alginate production) two-component regulatory system	map02020  Two-component system
M00494	NatK-NatR (sodium extrusion) two-component regulatory system	map02020  Two-component system
M00495	AgrC-AgrA (exoprotein synthesis) two-component regulatory system	map02020  Two-component system
M00496	ComD-ComE (competence) two-component regulatory system	map02020  Two-component system
M00497	GlnL-GlnG (nitrogen regulation) two-component regulatory system	map02020  Two-component system
M00498	NtrY-NtrX (nitrogen regulation) two-component regulatory system	map02020  Two-component system
M00499	HydH-HydG (metal tolerance) two-component regulatory system	map02020  Two-component system
M00500	AtoS-AtoC (cPHB biosynthesis) two-component regulatory system	map02020  Two-component system
M00501	PilS-PilR (type 4 fimbriae synthesis) two-component regulatory system	map02020  Two-component system
M00502	GlrK-GlrR (amino sugar metabolism) two-component regulatory system	map02020  Two-component system
M00503	PgtB-PgtA (phosphoglycerate transport) two-component regulatory system	map02020  Two-component system
M00504	DctB-DctD (C4-dicarboxylate transport) two-component regulatory system	map02020  Two-component system
M00505	KinB-AlgB (alginate production) two-component regulatory system	map02020  Two-component system
M00506	CheA-CheYBV (chemotaxis) two-component regulatory system	map02020  Two-component system
M00507	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system	map02020  Two-component system
M00508	PixL-PixGH (positive phototaxis) two-component regulatory system	map02020  Two-component system
M00509	WspE-WspRF (chemosensory) two-component regulatory system	map02020  Two-component system
M00510	Cph1-Rcp1 (light response) two-component regulatory system	map02020  Two-component system
M00511	PleC-PleD (cell fate control) two-component regulatory system	map02020  Two-component system
M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	map02020  Two-component system
M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	map02020  Two-component system
M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	map02020  Two-component system
M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	map02020  Two-component system
M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	map02020  Two-component system
M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	map02020  Two-component system
M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	map02020  Two-component system
M00519	YesM-YesN two-component regulatory system	map02020  Two-component system
M00520	ChvG-ChvI (acidity sensing) two-component regulatory system	map02020  Two-component system
M00521	CiaH-CiaR two-component regulatory system	map02020  Two-component system
M00522	SalK-SalR two-component regulatory system	map02020  Two-component system
M00523	RegB-RegA (redox response) two-component regulatory system	map02020  Two-component system
M00524	FixL-FixJ (nitrogen fixation) two-component regulatory system	map02020  Two-component system
M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	map00300  Lysine biosynthesis
M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	map00300  Lysine biosynthesis
M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	map00300  Lysine biosynthesis
M00528	Nitrification, ammonia => nitrite	map00910  Nitrogen metabolism
M00529	Denitrification, nitrate => nitrogen	map00910  Nitrogen metabolism
M00530	Dissimilatory nitrate reduction, nitrate => ammonia	map00910  Nitrogen metabolism
M00531	Assimilatory nitrate reduction, nitrate => ammonia	map00910  Nitrogen metabolism
M00532	Photorespiration	map00630  Glyoxylate and dicarboxylate metabolism
M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	map00350  Tyrosine metabolism
M00534	Naphthalene degradataion, naphthalene => salicylate	map00626  Naphthalene degradation
M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	map00290  Valine, leucine and isoleucine biosynthesis
M00537	Xylene degradation, xylene => methylbenzoate	map00622  Xylene degradation
M00538	Toluene degradation, toluene => benzoate	map00623  Toluene degradation
M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	map00622  Xylene degradation
M00540	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	map00362  Benzoate degradation
M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	map00362  Benzoate degradation
M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors	map05130  Pathogenic Escherichia coli infection
M00543	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	map00621  Dioxin degradation
M00544	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	map00621  Dioxin degradation
M00545	Trans-cinnamate degradation, trans-cinnamate => 2-oxopent-4-enoate + fumarate	map00360  Phenylalanine metabolism
M00546	Purine degradation, xanthine => urea	map00230  Purine metabolism
M00547	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	map00362  Benzoate degradation
M00548	Benzene degradation, benzene => catechol	map00362  Benzoate degradation
M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose	map00520 Amino sugar and nucleotide sugar metabolism
M00550	Ascorbate degradation, ascorbate => D-xylulose-5P	map00053 Ascorbate and aldarate metabolism
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	map00362  Benzoate degradation
M00554	Nucleotide sugar biosynthesis, galactose => UDP-galactose	map00520 Amino sugar and nucleotide sugar metabolism
M00555	Betaine biosynthesis, choline => betaine	map00260 Glycine, serine and threonine metabolism
M00561	Methanogenesis, trimethylamine => methane	map00680  Methane metabolism
M00562	Methanogenesis, dimethylamine => methane	map00680  Methane metabolism
M00563	Methanogenesis, methylamine => methane	map00680  Methane metabolism
M00564	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	map05120  Epithelial cell signaling in Helicobacter pylori infection
M00565	Trehalose biosynthesis, D-glucose 1P => trehalose	map00500 Starch and sucrose metabolism
M00566	Dipeptide transport system, Firmicutes	map02010  ABC transporters
M00567	Methanogenesis, CO2 => methane	map00680  Methane metabolism
M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate	map00362  Benzoate degradation
M00569	Catechol meta-cleavage, catechol => pyruvate + acetaldehyde	map00362  Benzoate degradation
M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	map00290  Valine, leucine and isoleucine biosynthesis
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map00780  Biotin metabolism
M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	map00780  Biotin metabolism
M00574	Pertussis pathogenicity signature 1, pertussis toxin	map05133  Pertussis
M00575	Pertussis pathogenicity signature 2, T1SS	map05133  Pertussis
M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	map00780  Biotin metabolism
M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	map00720  Carbon fixation pathways in prokaryotes
M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	map00030  Pentose phosphate pathway
M00581	Biotin transport system	map02010  ABC transporters
M00582	Energy-coupling factor transport system	map02010  ABC transporters
M00583	Putative peptide transport system	map02010  ABC transporters
M00584	Acetoin utilization transport system	map02010  ABC transporters
M00585	L-Cystine transport system	map02010  ABC transporters
M00586	Putative amino-acid transport system	map02010  ABC transporters
