ID	level1	level2	Description_map	Description_module	Case_coverage	Control_coverage	Reportscore	State
M00272	Metabolism	Carbohydrate_Metabolism	Glycolysis_/_Gluconeogenesis	PTS system, arbutin-, cellobiose-, and salicin-specific II component	1	1	0.20410092732596	Remain
M00273	Metabolism	Carbohydrate_Metabolism	Fructose_and_mannose_metabolism	PTS system, fructose-specific II component	1	1	1.20944507822805	Remain
M00274	Metabolism	Carbohydrate_Metabolism	Fructose_and_mannose_metabolism	PTS system, mannitol-specific II component	0.666666666666667	0.666666666666667	1.00931981192083	Remain
M00275	Environmental_Information_Processing	Membrane_Transport	Phosphotransferase_system_(PTS)	PTS system, cellobiose-specific II component	1	1	2.27373388806317	Remain
M00276	Metabolism	Carbohydrate_Metabolism	Fructose_and_mannose_metabolism	PTS system, mannose-specific II component	1	1	1.82302194467368	Remain
M00277	Metabolism	Carbohydrate_Metabolism	Galactose_metabolism	PTS system, N-acetylgalactosamine-specific II component	1	1	-0.298205531928839	Remain
M00278	Metabolism	Carbohydrate_Metabolism	Fructose_and_mannose_metabolism	PTS system, sorbose-specific II component	1	1	-1.02131597873671	Remain
M00279	Metabolism	Carbohydrate_Metabolism	Galactose_metabolism	PTS system, galactitol-specific II component	1	1	-0.124808494113181	Remain
M00280	Metabolism	Carbohydrate_Metabolism	Fructose_and_mannose_metabolism	PTS system, glucitol/sorbitol-specific II component	1	1	1.74397405376295	Remain
M00281	Metabolism	Carbohydrate_Metabolism	Galactose_metabolism	PTS system, lactose-specific II component	0.666666666666667	0.666666666666667	1.37929479601797	Remain
M00282	Metabolism	Carbohydrate_Metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	PTS system, D-glucosamine-specific II component	1	1	1.52113318033533	Remain
M00283	Metabolism	Carbohydrate_Metabolism	Ascorbate_and_aldarate_metabolism	PTS system, ascorbate-specific II component	1	1	1.31888947503995	Remain
M00287	Metabolism	Carbohydrate_Metabolism	Galactose_metabolism	PTS system, galactosamine-specific II component	1	1	-0.0316184905125125	Remain
M00299	Environmental_Information_Processing	Membrane_Transport	ABC_transporters	Spermidine/putrescine transport system	1	1	-0.27067997006581	Remain
M00300	Environmental_Information_Processing	Membrane_Transport	ABC_transporters	Putrescine transport system	1	1	0.369343463926548	Remain
M00302	Environmental_Information_Processing	Membrane_Transport	ABC_transporters	2-Aminoethylphosphonate transport system	0.5	0.5	-0.127650030501453	Remain
M00303	Environmental_Information_Processing	Membrane_Transport	Phosphotransferase_system_(PTS)	PTS system, N-acetylmuramic acid-specific II component	1	1	0.170843726116309	Remain
M00304	Environmental_Information_Processing	Membrane_Transport	Phosphotransferase_system_(PTS)	PTS system, fructose-specific II component	0.25	0.25	1.8173201985667	Remain
M00305	Environmental_Information_Processing	Membrane_Transport	Phosphotransferase_system_(PTS)	PTS system, 2-O-A-mannosyl-D-glycerate-specific II component	1	1	-0.845838032446566	Remain
M00307	Metabolism	Carbohydrate_Metabolism	Glycolysis_/_Gluconeogenesis	Pyruvate oxidation, pyruvate => acetyl-CoA	1	1	4.04229501164189	Remain
M00308	Metabolism	Carbohydrate_Metabolism	Pentose_phosphate_pathway	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glyceraldehyde-3P + pyruvate	1	1	1.51654449836425	Remain
M00309	Metabolism	Carbohydrate_Metabolism	Pentose_phosphate_pathway	Non-phosphorylative Entner-Doudoroff pathway, gluconate => glyceraldehyde + pyruvate	0.5	0.5	2.27768991807343	Remain
M00310	Metabolism	Carbohydrate_Metabolism	Pyruvate_metabolism	Pyruvate:ferredoxin oxidoreductase	1	1	1.37783858885342	Remain
M00311	Metabolism	Carbohydrate_Metabolism	Citrate_cycle_(TCA_cycle)	2-oxoglutarate:ferredoxin oxidoreductase	1	1	-1.05963756091949	Remain
M00312	Metabolism	Amino_Acid_Metabolism	Valine,_leucine_and_isoleucine_degradation	2-oxoisovalerate:ferredoxin oxidoreductase	0.25	0.25	1.17124946862102	Remain
M00314	Environmental_Information_Processing	Membrane_Transport	ABC_transporters	Bacitracin transport system	1	1	0.932009093903799	Remain
M00315	Environmental_Information_Processing	Signal_Transduction	Two-component_system	Uncharacterized ABC transport system	0.5	0.5	-0.187562371227129	Remain
M00317	Environmental_Information_Processing	Membrane_Transport	ABC_transporters	Manganese/iron transport system	1	1	2.0150256555301	Remain
M00319	Environmental_Information_Processing	Membrane_Transport	ABC_transporters	Manganese/zinc/iron transport system	1	1	3.88640935926608	Remain
M00320	Environmental_Information_Processing	Membrane_Transport	ABC_transporters	Lipopolysaccharide export system	1	1	-2.50381359282745	Remain
M00324	Environmental_Information_Processing	Membrane_Transport	ABC_transporters	Dipeptide transport system	1	1	0.551826897358527	Remain
M00325	Environmental_Information_Processing	Membrane_Transport	ABC_transporters	alpha-Hemolysin/cyclolysin transport system	1	1	0.887880900013463	Remain
M00331	Environmental_Information_Processing	Membrane_Transport	Bacterial_secretion_system	Type II general secretion system	1	1	0.73645477764854	Remain
M00332	Environmental_Information_Processing	Membrane_Transport	Bacterial_secretion_system	Type III secretion system	0.933333333333333	0.933333333333333	1.33462077334749	Remain
M00333	Environmental_Information_Processing	Membrane_Transport	Bacterial_secretion_system	Type IV secretion system	0.916666666666667	0.916666666666667	3.17101101966131	Remain
M00334	Environmental_Information_Processing	Membrane_Transport	Bacterial_secretion_system	Type VI secretion system	0.777777777777778	0.777777777777778	-0.459626595694911	Remain
M00335	Environmental_Information_Processing	Membrane_Transport	Bacterial_secretion_system	Sec (secretion) system	1	1	1.08459796308703	Remain
M00336	Environmental_Information_Processing	Membrane_Transport	Bacterial_secretion_system	Twin-arginine translocation (Tat) system	1	1	0.133032290546915	Remain
M00338	Metabolism	Amino_Acid_Metabolism	Cysteine_and_methionine_metabolism	Cysteine biosynthesis, homocysteine + serine => cysteine	0.666666666666667	0.666666666666667	3.87791665279978	Remain
M00342	Genetic_Information_Processing	Folding,_Sorting_and_Degradation	Proteasome	Bacterial proteasome	0.5	0.5	4.88217165336948	Remain
M00343	Genetic_Information_Processing	Folding,_Sorting_and_Degradation	Proteasome	Archaeal proteasome	0.333333333333333	0.333333333333333	2.43706657598717	Remain
M00344	Metabolism	Energy_Metabolism	Methane_metabolism	Formaldehyde assimilation, xylulose monophosphate pathway	1	1	1.88052829455182	Remain
M00345	Metabolism	Energy_Metabolism	Methane_metabolism	Formaldehyde assimilation, ribulose monophosphate pathway	0.833333333333333	0.833333333333333	3.16413939888594	Remain
M00346	Metabolism	Energy_Metabolism	Methane_metabolism	Formaldehyde assimilation, serine pathway	0.7	0.7	1.0406450408611	Remain
M00347	Metabolism	Energy_Metabolism	Methane_metabolism	Methanogenesis, formate => methane	0.363636363636364	0.363636363636364	4.74712557069122	Remain
M00348	Environmental_Information_Processing	Membrane_Transport	ABC_transporters	Glutathione transport system	1	1	1.40824763259613	Remain
M00349	Environmental_Information_Processing	Membrane_Transport	ABC_transporters	Microcin C transport system	1	1	0.032706538528409	Remain
M00350	Metabolism	Amino_Acid_Metabolism	Phenylalanine_metabolism	Capsaicin biosynthesis, L-Phenylalanine => Capsaicin	0.666666666666667	0.666666666666667	1.16575403680064	Remain
M00356	Metabolism	Energy_Metabolism	Methane_metabolism	Methanogenesis, methanol => methane	0.357142857142857	0.357142857142857	5.14075728017903	Remain
M00357	Metabolism	Energy_Metabolism	Methane_metabolism	Methanogenesis, acetate => methane	0.333333333333333	0.333333333333333	4.59296474728607	Remain
M00358	Metabolism	Energy_Metabolism	Methane_metabolism	Coenzyme M biosynthesis	0.4	0.4	1.91318103276948	Remain
M00360	Genetic_Information_Processing	Translation	Aminoacyl-tRNA_biosynthesis	Aminoacyl-tRNA biosynthesis, prokaryotes	0.935483870967742	0.935483870967742	4.21557755614673	Remain
M00362	Metabolism	Carbohydrate_Metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	Nucleotide sugar biosynthesis, prokaryotes	0.75	0.75	0.255512822225893	Remain
M00364	Metabolism	Metabolism_of_Terpenoids_and_Polyketides	Terpenoid_backbone_biosynthesis	C10-C20 isoprenoid biosynthesis, bacteria	1	1	1.22360992931865	Remain
M00365	Metabolism	Metabolism_of_Terpenoids_and_Polyketides	Terpenoid_backbone_biosynthesis	C10-C20 isoprenoid biosynthesis, archaea	1	1	1.26642592596057	Remain
M00368	Metabolism	Amino_Acid_Metabolism	Cysteine_and_methionine_metabolism	Ethylene biosynthesis, methionine => ethylene	1	1	-0.298325049743099	Remain
M00373	Metabolism	Carbohydrate_Metabolism	Glyoxylate_and_dicarboxylate_metabolism	Ethylmalonyl pathway	0.615384615384615	0.615384615384615	1.95801580530355	Remain
M00374	Metabolism	Energy_Metabolism	Carbon_fixation_pathways_in_prokaryotes	Dicarboxylate-hydroxybutyrate cycle	0.848484848484849	0.848484848484849	2.41448064652543	Remain
M00375	Metabolism	Energy_Metabolism	Carbon_fixation_pathways_in_prokaryotes	Hydroxypropionate-hydroxybutylate cycle	0.575757575757576	0.575757575757576	3.53698040349203	Remain
M00376	Metabolism	Energy_Metabolism	Carbon_fixation_pathways_in_prokaryotes	3-Hydroxypropionate bicycle	0.675	0.675	2.43013526192657	Remain
M00377	Metabolism	Energy_Metabolism	Carbon_fixation_pathways_in_prokaryotes	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.933333333333333	0.933333333333333	3.30453357673213	Remain
M00378	Metabolism	Energy_Metabolism	Methane_metabolism	F420 biosynthesis	0.666666666666667	0.666666666666667	0.891060954629468	Remain
